Sentence Length,Object Number,Subject Number,Tree Depth
Sentence Length,Object Number,Subject Number,Tree Depth
0.2342857142857143,0.6578947368421053,0.625,0.13428571428571429
0.2057142857142857,0.6578947368421053,0.6375,0.12857142857142856
0.24857142857142858,0.6842105263157895,0.6375,0.12857142857142856
0.24571428571428572,0.631578947368421,0.65,0.11428571428571428
0.24285714285714285,0.6842105263157895,0.6625,0.12285714285714286
0.20857142857142857,0.631578947368421,0.6875,0.13428571428571429
0.2257142857142857,0.6578947368421053,0.675,0.12
0.20285714285714285,0.6578947368421053,0.65,0.12285714285714286
0.21714285714285714,0.6842105263157895,0.65,0.13142857142857142
0.19142857142857142,0.6578947368421053,0.65,0.14285714285714285
0.17714285714285713,0.6578947368421053,0.5875,0.11714285714285715
0.19428571428571428,0.6842105263157895,0.525,0.12285714285714286
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.25142857142857145,0.5789473684210527,0.6,0.15428571428571428
0.23142857142857143,0.631578947368421,0.6375,0.13142857142857142
0.26571428571428574,0.7105263157894737,0.6625,0.14
0.24857142857142858,0.7368421052631579,0.5875,0.15714285714285714
0.22857142857142856,0.6842105263157895,0.6375,0.14
0.24285714285714285,0.631578947368421,0.6625,0.12571428571428572
0.20857142857142857,0.6052631578947368,0.65,0.10285714285714286
0.26285714285714284,0.6578947368421053,0.675,0.13142857142857142
0.22857142857142856,0.6578947368421053,0.6875,0.10857142857142857
0.23714285714285716,0.6052631578947368,0.625,0.1457142857142857
0.18571428571428572,0.6052631578947368,0.5625,0.16
0.25142857142857145,0.5526315789473685,0.5375,0.13714285714285715
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.2714285714285714,0.631578947368421,0.525,0.15428571428571428
0.2257142857142857,0.7105263157894737,0.675,0.13428571428571429
0.20857142857142857,0.6052631578947368,0.725,0.11428571428571428
0.21142857142857144,0.631578947368421,0.7,0.11428571428571428
0.25142857142857145,0.6052631578947368,0.6625,0.12285714285714286
0.2571428571428571,0.5789473684210527,0.6625,0.1657142857142857
0.19714285714285715,0.631578947368421,0.6,0.15428571428571428
0.2257142857142857,0.6052631578947368,0.625,0.13142857142857142
0.22285714285714286,0.7105263157894737,0.5875,0.13142857142857142
0.24571428571428572,0.631578947368421,0.5375,0.13142857142857142
0.2057142857142857,0.6578947368421053,0.7,0.1457142857142857
0.2257142857142857,0.6842105263157895,0.6875,0.14
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.2714285714285714,0.631578947368421,0.65,0.16
0.24857142857142858,0.6052631578947368,0.6625,0.12571428571428572
0.24,0.6578947368421053,0.675,0.13142857142857142
0.26285714285714284,0.6842105263157895,0.7,0.15142857142857144
0.20857142857142857,0.7894736842105263,0.6,0.12857142857142856
0.2257142857142857,0.7105263157894737,0.675,0.14285714285714285
0.20857142857142857,0.6842105263157895,0.7,0.16285714285714287
0.21714285714285714,0.6842105263157895,0.65,0.13714285714285715
0.22285714285714286,0.7894736842105263,0.55,0.14857142857142858
0.2257142857142857,0.6842105263157895,0.5875,0.1457142857142857
0.23142857142857143,0.6842105263157895,0.6,0.15428571428571428
0.20857142857142857,0.5789473684210527,0.65,0.13428571428571429
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.28285714285714286,0.631578947368421,0.6625,0.13142857142857142
0.26857142857142857,0.6052631578947368,0.6375,0.13714285714285715
0.26857142857142857,0.5526315789473685,0.6375,0.11714285714285715
0.25142857142857145,0.5526315789473685,0.7125,0.12285714285714286
0.2542857142857143,0.5526315789473685,0.6625,0.12
0.2742857142857143,0.631578947368421,0.6625,0.13142857142857142
0.2714285714285714,0.7105263157894737,0.6375,0.15142857142857144
0.25142857142857145,0.6842105263157895,0.6375,0.10285714285714286
0.27714285714285714,0.6842105263157895,0.625,0.13142857142857142
0.2857142857142857,0.7105263157894737,0.6625,0.16
0.2571428571428571,0.6842105263157895,0.5625,0.1457142857142857
0.26571428571428574,0.6578947368421053,0.575,0.12285714285714286
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.25142857142857145,0.6052631578947368,0.5875,0.1457142857142857
0.20857142857142857,0.6842105263157895,0.6125,0.12285714285714286
0.2542857142857143,0.7105263157894737,0.7,0.11714285714285715
0.21142857142857144,0.6842105263157895,0.675,0.16285714285714287
0.24285714285714285,0.631578947368421,0.6625,0.14285714285714285
0.26,0.5789473684210527,0.6375,0.12285714285714286
0.26285714285714284,0.6052631578947368,0.625,0.13714285714285715
0.26571428571428574,0.631578947368421,0.675,0.14285714285714285
0.2342857142857143,0.631578947368421,0.675,0.14285714285714285
0.23142857142857143,0.6578947368421053,0.6625,0.14285714285714285
0.22857142857142856,0.6578947368421053,0.7,0.1457142857142857
0.23142857142857143,0.5526315789473685,0.6,0.14285714285714285
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.22857142857142856,0.6052631578947368,0.5375,0.12571428571428572
0.22857142857142856,0.7105263157894737,0.5875,0.11714285714285715
0.2542857142857143,0.7105263157894737,0.575,0.10571428571428572
0.20857142857142857,0.6578947368421053,0.5875,0.09714285714285714
0.24,0.7105263157894737,0.575,0.12285714285714286
0.2542857142857143,0.7368421052631579,0.6375,0.11714285714285715
0.26857142857142857,0.6842105263157895,0.6125,0.12571428571428572
0.2742857142857143,0.6842105263157895,0.6,0.12
0.24285714285714285,0.6578947368421053,0.625,0.14
0.2257142857142857,0.7105263157894737,0.5875,0.12571428571428572
0.22285714285714286,0.7105263157894737,0.6375,0.16285714285714287
0.2257142857142857,0.7631578947368421,0.575,0.14857142857142858
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.26857142857142857,0.6578947368421053,0.6125,0.11142857142857143
0.22,0.7105263157894737,0.6375,0.12857142857142856
0.22285714285714286,0.7894736842105263,0.6,0.12
0.24857142857142858,0.8157894736842105,0.55,0.13428571428571429
0.22285714285714286,0.8157894736842105,0.5375,0.10857142857142857
0.21142857142857144,0.7894736842105263,0.575,0.12285714285714286
0.2542857142857143,0.7105263157894737,0.6375,0.11714285714285715
0.22857142857142856,0.7894736842105263,0.5875,0.12
0.21428571428571427,0.7631578947368421,0.5875,0.11714285714285715
0.22857142857142856,0.7631578947368421,0.6375,0.11714285714285715
0.24285714285714285,0.7631578947368421,0.6,0.14857142857142858
0.2257142857142857,0.7894736842105263,0.55,0.16
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.24,0.6578947368421053,0.6,0.11428571428571428
0.23142857142857143,0.6842105263157895,0.6375,0.1457142857142857
0.21714285714285714,0.7631578947368421,0.6,0.13428571428571429
0.24,0.7631578947368421,0.5625,0.10857142857142857
0.2571428571428571,0.7368421052631579,0.575,0.12857142857142856
0.2542857142857143,0.8421052631578947,0.55,0.14
0.2714285714285714,0.7631578947368421,0.6,0.09428571428571429
0.26857142857142857,0.7631578947368421,0.525,0.12857142857142856
0.2542857142857143,0.8157894736842105,0.5125,0.13142857142857142
0.24857142857142858,0.7894736842105263,0.5125,0.12857142857142856
0.26285714285714284,0.7894736842105263,0.5375,0.13142857142857142
0.25142857142857145,0.7894736842105263,0.525,0.12285714285714286
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.20857142857142857,0.7631578947368421,0.6,0.12285714285714286
0.2342857142857143,0.7368421052631579,0.55,0.13142857142857142
0.2542857142857143,0.7368421052631579,0.575,0.12857142857142856
0.22,0.6842105263157895,0.6,0.12857142857142856
0.23142857142857143,0.6842105263157895,0.625,0.14285714285714285
0.24,0.6578947368421053,0.6125,0.12
0.24857142857142858,0.7105263157894737,0.6125,0.11142857142857143
0.24857142857142858,0.7105263157894737,0.5625,0.12857142857142856
0.23714285714285716,0.7368421052631579,0.6,0.13142857142857142
0.21714285714285714,0.6842105263157895,0.6,0.10857142857142857
0.2,0.6578947368421053,0.5625,0.15714285714285714
0.22857142857142856,0.6842105263157895,0.5625,0.14857142857142858
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.24,0.7368421052631579,0.5125,0.12285714285714286
0.22285714285714286,0.7368421052631579,0.5375,0.1457142857142857
0.24571428571428572,0.6842105263157895,0.6,0.13428571428571429
0.26571428571428574,0.7105263157894737,0.5875,0.1
0.22857142857142856,0.7631578947368421,0.575,0.09142857142857143
0.2342857142857143,0.7631578947368421,0.5875,0.13428571428571429
0.2342857142857143,0.7894736842105263,0.6125,0.13714285714285715
0.2885714285714286,0.8157894736842105,0.5875,0.14
0.2342857142857143,0.7631578947368421,0.6125,0.13428571428571429
0.21142857142857144,0.7631578947368421,0.55,0.11714285714285715
0.23142857142857143,0.7894736842105263,0.5625,0.14285714285714285
0.2342857142857143,0.7631578947368421,0.525,0.15714285714285714
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.24857142857142858,0.7368421052631579,0.5375,0.12571428571428572
0.23714285714285716,0.7631578947368421,0.55,0.15142857142857144
0.26571428571428574,0.7631578947368421,0.5625,0.12
0.27714285714285714,0.7368421052631579,0.6125,0.10571428571428572
0.23142857142857143,0.7631578947368421,0.5875,0.10571428571428572
0.23714285714285716,0.7894736842105263,0.6,0.14285714285714285
0.25142857142857145,0.7368421052631579,0.6125,0.14285714285714285
0.26285714285714284,0.8157894736842105,0.575,0.14
0.2257142857142857,0.7631578947368421,0.575,0.1457142857142857
0.19714285714285715,0.7368421052631579,0.55,0.13142857142857142
0.24857142857142858,0.7368421052631579,0.55,0.12857142857142856
0.24571428571428572,0.7105263157894737,0.5,0.14
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.24857142857142858,0.6842105263157895,0.5125,0.13142857142857142
0.21714285714285714,0.6842105263157895,0.5375,0.12571428571428572
0.24285714285714285,0.7631578947368421,0.5875,0.12571428571428572
0.25142857142857145,0.7105263157894737,0.6375,0.10571428571428572
0.2257142857142857,0.7368421052631579,0.5875,0.10857142857142857
0.2342857142857143,0.7105263157894737,0.6,0.1
0.24571428571428572,0.7368421052631579,0.5625,0.12857142857142856
0.2742857142857143,0.7894736842105263,0.55,0.11142857142857143
0.2342857142857143,0.7368421052631579,0.6125,0.13142857142857142
0.20285714285714285,0.7631578947368421,0.5875,0.12285714285714286
0.20857142857142857,0.7368421052631579,0.5625,0.1457142857142857
0.19714285714285715,0.6842105263157895,0.5375,0.15428571428571428
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.26,0.5789473684210527,0.5375,0.11428571428571428
0.24571428571428572,0.6578947368421053,0.5,0.14285714285714285
0.2571428571428571,0.6842105263157895,0.625,0.11428571428571428
0.26285714285714284,0.631578947368421,0.65,0.09714285714285714
0.22857142857142856,0.7105263157894737,0.6,0.11714285714285715
0.23714285714285716,0.7105263157894737,0.6125,0.12
0.24571428571428572,0.7368421052631579,0.675,0.12857142857142856
0.26857142857142857,0.7105263157894737,0.65,0.13142857142857142
0.21428571428571427,0.7105263157894737,0.6,0.12
0.24,0.6842105263157895,0.6,0.12
0.20857142857142857,0.7105263157894737,0.575,0.1457142857142857
0.21428571428571427,0.7368421052631579,0.5125,0.14
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.24571428571428572,0.7631578947368421,0.55,0.12571428571428572
0.2342857142857143,0.7105263157894737,0.5375,0.12
0.26285714285714284,0.7368421052631579,0.575,0.13428571428571429
0.24285714285714285,0.6842105263157895,0.575,0.12
0.2257142857142857,0.7105263157894737,0.625,0.12285714285714286
0.24857142857142858,0.7105263157894737,0.625,0.11714285714285715
0.2342857142857143,0.7105263157894737,0.5875,0.13714285714285715
0.2342857142857143,0.8157894736842105,0.55,0.11714285714285715
0.24285714285714285,0.7368421052631579,0.55,0.15428571428571428
0.2342857142857143,0.6578947368421053,0.5625,0.14285714285714285
0.19428571428571428,0.7105263157894737,0.5375,0.13428571428571429
0.2057142857142857,0.6842105263157895,0.4875,0.16857142857142857
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.21142857142857144,0.7368421052631579,0.5625,0.08
0.22285714285714286,0.7368421052631579,0.5875,0.09428571428571429
0.22,0.7105263157894737,0.5375,0.12857142857142856
0.2571428571428571,0.6578947368421053,0.65,0.13714285714285715
0.21714285714285714,0.6578947368421053,0.6375,0.13142857142857142
0.21428571428571427,0.6842105263157895,0.6,0.10285714285714286
0.24571428571428572,0.6842105263157895,0.6625,0.10857142857142857
0.2542857142857143,0.7105263157894737,0.6625,0.12
0.2257142857142857,0.631578947368421,0.7,0.1
0.2,0.631578947368421,0.6125,0.13714285714285715
0.24,0.631578947368421,0.6125,0.13714285714285715
0.22,0.6578947368421053,0.6625,0.12857142857142856
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.22857142857142856,0.7631578947368421,0.6125,0.11142857142857143
0.22,0.7105263157894737,0.675,0.12285714285714286
0.23714285714285716,0.7105263157894737,0.5875,0.10571428571428572
0.2342857142857143,0.7368421052631579,0.625,0.1
0.26285714285714284,0.7368421052631579,0.6375,0.09714285714285714
0.22285714285714286,0.7368421052631579,0.6625,0.11142857142857143
0.24,0.7631578947368421,0.6375,0.11428571428571428
0.23142857142857143,0.7368421052631579,0.6875,0.09142857142857143
0.19428571428571428,0.6842105263157895,0.7125,0.12571428571428572
0.17142857142857143,0.7105263157894737,0.6375,0.13428571428571429
0.18285714285714286,0.7368421052631579,0.6625,0.16
0.2057142857142857,0.7105263157894737,0.6375,0.1457142857142857
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.24857142857142858,0.6578947368421053,0.675,0.12
0.24857142857142858,0.631578947368421,0.6375,0.1457142857142857
0.24857142857142858,0.631578947368421,0.7,0.12
0.24571428571428572,0.6842105263157895,0.65,0.10857142857142857
0.23714285714285716,0.6578947368421053,0.65,0.11428571428571428
0.23142857142857143,0.6578947368421053,0.675,0.11714285714285715
0.22857142857142856,0.6052631578947368,0.6125,0.10571428571428572
0.26285714285714284,0.631578947368421,0.6625,0.09714285714285714
0.24857142857142858,0.6842105263157895,0.7,0.10571428571428572
0.2257142857142857,0.7368421052631579,0.6875,0.10857142857142857
0.26285714285714284,0.6578947368421053,0.7125,0.11714285714285715
0.23142857142857143,0.7368421052631579,0.6875,0.13142857142857142
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
0.24571428571428572,0.6578947368421053,0.4875,0.13714285714285715
0.20857142857142857,0.6842105263157895,0.5375,0.11714285714285715
0.25142857142857145,0.7105263157894737,0.5125,0.14285714285714285
0.24,0.7105263157894737,0.575,0.12285714285714286
0.23714285714285716,0.7105263157894737,0.5875,0.12285714285714286
0.22285714285714286,0.6578947368421053,0.625,0.12857142857142856
0.2571428571428571,0.6842105263157895,0.5625,0.11714285714285715
0.22857142857142856,0.6578947368421053,0.5375,0.11142857142857143
0.24,0.6578947368421053,0.575,0.12285714285714286
0.22857142857142856,0.7105263157894737,0.5875,0.14285714285714285
0.25142857142857145,0.6052631578947368,0.55,0.15428571428571428
0.24857142857142858,0.6052631578947368,0.5375,0.14
*,*,*,*
Sentence Length,Object Number,Subject Number,Tree Depth
